"course_id","course_item_id","jhu_user_id","course_item_grade_ts","course_item_passing_state_id","course_item_grade_overall","course_item_grade_verified","course_item_grade_pending"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","59fadce0","2016-07-15 14:14:11","2","0.92857099","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","bbf0b2dd","2016-02-20 16:16:24","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","eb0a4b35","2017-04-05 04:17:43","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","5c0d6cd2","2016-05-23 22:13:51","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","3449013a","2016-11-10 22:51:00","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","9af4ab94","2016-01-18 14:26:37","2","0.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","79b17d2c","2016-05-09 14:38:37","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","da45c1b1","2017-09-10 04:12:46","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","2fe97d1","2017-06-10 11:46:46","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","6ab04feb","2016-12-12 07:08:45","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","e0f17faa","2017-07-11 02:14:36","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","58709436","2017-04-16 05:17:36","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","16365a3c","2017-05-29 07:34:41","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","3dbc8942","2017-06-09 08:47:03","2","0.92000002","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","98e24bc9","2017-05-12 17:10:57","2","1.00000000","0.92857140","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","a39ec4a0","2016-07-20 10:11:18","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","1bfdeda","2017-08-07 19:47:42","0","1.00000000","0.85714298","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","80a75eb3","2016-05-05 17:33:03","2","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","b2c3dcb2","2017-09-05 04:01:43","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","c87a2620","2016-10-09 21:43:02","2","0.83333302","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","954a6a06","2016-03-21 14:14:30","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","70f770da","2017-07-20 05:03:13","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","6e4cfc92","2017-04-16 16:46:52","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","46e617d0","2016-05-17 14:46:03","2","0.96666664","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","5e88ecd0","2017-05-15 03:13:36","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","4cf339fa","2016-01-16 19:01:01","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","997950f4","2016-08-31 13:18:56","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","a39a0a0e","2016-06-27 04:53:48","2","0.95833331","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","8779a982","2016-11-24 08:39:35","2","1.00000000","0.50000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","afe1e007","2017-08-19 17:46:06","2","1.00000000","0.96428603","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","53af9072","2016-02-12 09:37:58","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","108d22b8","2016-11-07 11:41:41","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","4ac4d3c","2017-07-29 17:58:37","2","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","cb08a248","2017-04-22 20:06:51","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","26211791","2016-05-07 10:14:10","2","1.00000000","0.83999997","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","6fd54f72","2016-03-08 03:22:15","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","c4e52191","2017-01-05 05:10:54","2","1.00000000","0.80000001","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","cfd04988","2016-12-22 18:06:48","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","b5c8ea57","2017-03-08 08:08:18","2","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","ccee0bbf","2016-01-24 18:19:48","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","9ba8af17","2016-05-30 12:53:00","2","1.00000000","0.83333302","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","b8559669","2016-11-01 09:19:16","2","1.00000000","0.83333302","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","9f369edd","2016-11-06 12:00:27","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","a85b1070","2017-07-14 10:55:28","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","91a3fb7b","2016-02-17 12:49:51","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","200508bc","2017-05-05 16:40:32","2","0.92857099","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","186412f8","2016-06-24 08:31:04","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","3fdcee0d","2016-02-07 20:47:27","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","3a3e8676","2016-07-11 04:21:18","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","80a75eb3","2017-02-21 18:21:56","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","3a2656bd","2016-10-24 16:04:33","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","5c0d6cd2","2016-10-08 07:35:41","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","8b25d747","2016-07-12 22:49:25","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","8562ee39","2016-03-01 23:21:09","2","1.00000000","0.86666697","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","dd601e73","2016-01-08 23:19:05","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","ecad0c42","2017-01-06 21:22:01","2","0.00000000","0.85000002","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","b2b1715b","2016-05-20 04:59:33","2","1.00000000","0.92857099","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","d59cbbaa","2016-03-16 04:50:46","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","2a7085af","2017-01-20 14:05:55","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","455300b3","2016-09-23 07:29:39","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","48aaed83","2016-04-29 15:32:14","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","c1fd5d0b","2016-11-02 03:42:06","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","930f93ab","2017-01-26 21:35:42","2","1.00000000","0.80000001","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","79f7a185","2016-05-15 18:46:59","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","6759a3b0","2016-01-23 16:28:56","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","159f465f","2017-07-30 14:53:05","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","14e923cc","2016-01-16 19:26:29","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","a2fce726","2016-11-06 05:21:08","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","975ae0ee","2016-09-15 00:42:43","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","c07fc7f3","2017-03-05 12:14:45","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","7a98e079","2017-01-27 01:45:58","2","1.00000000","0.95999998","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","314bd2e8","2016-03-12 20:52:37","2","1.00000000","0.96428573","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","45502bea","2017-05-04 14:02:28","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","c1b1325a","2017-05-30 18:13:54","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","c3d343a","2016-02-28 09:47:02","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","d8154064","2016-02-13 20:39:01","2","0.87500000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","a9aee886","2017-06-19 11:08:16","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","4809aed9","2016-09-04 00:28:06","2","1.00000000","0.91666669","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","485906de","2016-03-20 17:49:16","0","1.00000000","0.95833331","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","1b51c240","2017-06-30 00:47:46","2","0.92857099","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","e6a291cc","2016-08-28 15:25:35","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","a9d9f1b3","2016-01-15 10:13:36","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","677f2474","2016-03-03 04:08:04","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","721ed9e1","2016-05-25 16:53:39","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","ba4966a8","2016-09-21 13:19:35","2","1.00000000","0.95833331","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","26efd548","2017-08-13 18:48:29","2","1.00000000","0.83333302","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","820d650e","2016-01-10 23:14:35","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","f9ce3ebc","2016-12-01 04:33:51","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","8779a982","2017-09-02 16:12:46","2","0.83333302","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","4fe064f7","2016-07-12 13:21:23","2","1.00000000","0.92857099","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","12bc3489","2016-04-17 20:58:07","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","eaf8dadb","2017-06-19 23:56:58","0","1.00000000","0.85000002","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","eea7b857","2016-03-19 21:58:32","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","a55814b2","2016-05-20 14:13:35","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","9609123e","2016-08-16 15:28:12","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","bf52cf83","2017-01-03 16:13:56","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","4e716277","2016-01-11 19:01:08","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","93193e91","2016-01-16 14:29:24","2","1.00000000","0.95999998","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","67eb3bdb","2016-01-18 03:13:19","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","d178894e","2016-02-06 10:07:10","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","4fd836e","2016-12-12 07:21:01","2","0.85000002","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","7d1c2834","2016-12-16 10:07:00","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","b4f19c65","2016-05-17 16:21:50","2","1.00000000","0.92857099","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","f1659fa","2016-03-11 06:51:26","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","5d8b0380","2016-05-05 19:39:21","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","9184ca85","2016-10-25 03:28:05","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","9ee56974","2017-07-11 07:01:49","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","b3ac60cc","2017-01-16 22:35:14","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","1ce97d1f","2016-06-13 04:11:39","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","7abe86a9","2017-07-12 06:09:38","2","0.88000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","d191c0f","2016-12-30 08:34:54","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","3f6bfde9","2017-06-10 13:37:21","0","0.91666669","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","f91e9da8","2016-09-12 23:16:11","2","1.00000000","0.92000002","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","ec87ab9","2017-04-07 06:56:15","2","0.96666700","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","92b342b6","2016-03-03 15:03:06","2","0.90833300","0.95833331","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","bb9a803c","2015-12-04 08:01:13","2","1.00000000","0.93333298","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","13640260","2016-01-06 07:31:00","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","eea7b857","2016-10-09 17:12:17","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","d7b1bb2b","2016-12-10 13:15:52","2","0.00000000","0.96666700","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","feb05e4a","2017-05-30 17:30:59","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","c8533edc","2016-05-27 19:12:09","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","d06db80f","2017-04-26 16:10:00","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","d4127778","2016-11-30 20:17:54","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","19e2b21","2016-01-25 14:05:40","2","0.87500000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","b9e5d3d0","2016-03-24 00:06:44","2","0.83333302","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","f0fd8efb","2016-02-08 05:42:16","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","b067fa77","2016-09-21 07:19:22","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","f9fc1113","2016-01-17 22:36:34","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","9e8de3fa","2016-03-28 05:18:23","2","1.00000000","0.83333302","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","9c8dff05","2016-06-07 11:31:45","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","5b8af7ff","2016-09-03 22:52:53","2","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","fd65883f","2017-02-13 18:33:24","2","1.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","308356c6","2016-05-27 07:23:07","0","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","55fe798e","2016-02-12 04:44:08","2","0.00000000","0.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","993d382a","2016-05-15 15:26:07","2","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","e907b5cb","2017-02-13 10:03:42","2","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","4cccc774","2016-06-07 21:43:03","2","1.00000000","0.95833302","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","163f92bb","2016-02-06 08:10:32","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","be7715dd","2016-02-01 09:29:54","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","94f4bc6b","2017-06-07 14:15:59","2","1.00000000","0.88000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","37de2686","2016-08-04 05:12:02","2","1.00000000","0.80000001","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","f3de6a27","2017-05-27 04:04:00","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","JXhHH","bff06851","2016-01-17 14:48:48","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","b333b0b8","2017-07-07 17:16:15","2","0.83999997","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","b0130532","2016-10-10 04:41:45","2","0.83333302","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","NLn0H","d2c32bd","2017-03-18 13:23:32","0","0.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","cFNt2","a6c4776b","2017-08-20 18:27:26","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","67227641","2017-05-30 20:26:08","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","5f0859d3","2017-10-02 03:14:15","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","4de9421d","2017-03-03 04:04:18","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","a1Uy9","cd1b2679","2016-12-11 14:39:26","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","a751f6bd","2016-03-04 18:09:24","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","p3P6e","43999ed2","2016-08-21 02:15:39","2","1.00000000","1.00000000","0.000000"
"LEemVewWMPAqsm3Vo3Am1z","tMYrn","65beefd9","2017-04-15 12:04:44","2","0.83333302","1.00000000","0.000000"
