"jhu_user_id","course_id","discussion_answer_id","discussion_answer_vote_value","discussion_answer_vote_ts"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","948921eb","1","2015-12-04 15:23:39"
"b70ac970","LEemVewWMPAqsm3Vo3Am1z","94e7b93e","1","2016-10-21 17:06:57"
"da0dfbd9","LEemVewWMPAqsm3Vo3Am1z","9b9f926e","1","2017-06-10 19:36:44"
"e8d7b3c0","LEemVewWMPAqsm3Vo3Am1z","f782774f","1","2016-04-01 19:44:34"
"75083179","LEemVewWMPAqsm3Vo3Am1z","5ca91ed6","0","2016-03-01 10:35:33"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","7d6728df","1","2016-02-01 06:10:15"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","2233473","1","2017-02-12 10:40:37"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","ecb7f558","1","2017-01-23 00:23:32"
"ccddd8c6","LEemVewWMPAqsm3Vo3Am1z","ba4ad3f9","1","2016-07-09 19:34:35"
"392727c2","LEemVewWMPAqsm3Vo3Am1z","4f1b65e","1","2016-01-26 14:49:03"
"7037370a","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2016-02-27 07:19:04"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","a6915bcd","1","2016-10-17 00:32:57"
"7197908f","LEemVewWMPAqsm3Vo3Am1z","77e70873","1","2016-12-09 11:11:25"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","abfde8f3","1","2015-12-10 15:59:30"
"ba2f5d84","LEemVewWMPAqsm3Vo3Am1z","774d1d7e","1","2016-10-08 11:00:20"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","eaaa82a1","1","2016-01-11 17:25:10"
"a6ef0c1d","LEemVewWMPAqsm3Vo3Am1z","1a73a90","1","2016-04-06 16:33:28"
"2bf79c91","LEemVewWMPAqsm3Vo3Am1z","f6fe37f6","1","2016-07-20 13:25:30"
"75083179","LEemVewWMPAqsm3Vo3Am1z","486af948","1","2016-01-08 19:22:07"
"77e535b5","LEemVewWMPAqsm3Vo3Am1z","f65aedc4","1","2016-02-09 23:30:38"
"2ea2804d","LEemVewWMPAqsm3Vo3Am1z","7666acce","1","2017-08-05 00:45:53"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","737efa8f","1","2017-06-01 00:43:04"
"4a341f5","LEemVewWMPAqsm3Vo3Am1z","e4b9ef0e","1","2017-04-02 00:45:54"
"c97de80b","LEemVewWMPAqsm3Vo3Am1z","1b7a673e","0","2017-07-11 21:24:14"
"ba2f5d84","LEemVewWMPAqsm3Vo3Am1z","38157514","1","2016-01-23 23:03:48"
"1c1ed85e","LEemVewWMPAqsm3Vo3Am1z","27c901ac","1","2016-05-24 06:46:46"
"70602476","LEemVewWMPAqsm3Vo3Am1z","e4cfbf26","1","2016-07-07 01:12:10"
"cb336196","LEemVewWMPAqsm3Vo3Am1z","34587125","1","2016-04-10 05:49:38"
"bee5d236","LEemVewWMPAqsm3Vo3Am1z","db850966","1","2016-02-02 05:54:33"
"ece62ef9","LEemVewWMPAqsm3Vo3Am1z","a6915bcd","1","2016-02-28 21:39:50"
"2ea2804d","LEemVewWMPAqsm3Vo3Am1z","98a74719","1","2016-03-07 03:50:18"
"6736dae8","LEemVewWMPAqsm3Vo3Am1z","890ef621","1","2017-08-30 15:59:02"
"bb57196b","LEemVewWMPAqsm3Vo3Am1z","3534fc42","1","2016-12-06 01:32:31"
"2bf79c91","LEemVewWMPAqsm3Vo3Am1z","a21285bb","1","2016-02-29 00:32:55"
"7b34a57b","LEemVewWMPAqsm3Vo3Am1z","a50417b","1","2017-05-16 05:05:07"
"8c536823","LEemVewWMPAqsm3Vo3Am1z","e2a596b1","1","2017-09-23 14:35:29"
"61433c74","LEemVewWMPAqsm3Vo3Am1z","15e0d01f","0","2016-06-05 01:35:25"
"e5720107","LEemVewWMPAqsm3Vo3Am1z","21401321","1","2017-06-19 04:19:15"
"388ebc71","LEemVewWMPAqsm3Vo3Am1z","498baae8","1","2016-02-05 23:52:37"
"2f2e1589","LEemVewWMPAqsm3Vo3Am1z","b0b644fb","1","2016-03-03 09:47:22"
"ee80e071","LEemVewWMPAqsm3Vo3Am1z","e5e6bde0","1","2016-08-23 16:03:15"
"d6481e03","LEemVewWMPAqsm3Vo3Am1z","6d1e58ec","1","2016-01-06 16:39:40"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","d76f7ae4","1","2017-06-24 19:51:36"
"ebd0d5e","LEemVewWMPAqsm3Vo3Am1z","6d930de9","1","2016-01-07 18:11:31"
"8c536823","LEemVewWMPAqsm3Vo3Am1z","2f04c1c4","1","2017-07-13 06:33:29"
"77e535b5","LEemVewWMPAqsm3Vo3Am1z","b294fc4f","1","2017-02-06 00:46:57"
"1515e1d1","LEemVewWMPAqsm3Vo3Am1z","776df641","1","2016-01-24 03:37:55"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","e7cf550","1","2017-07-05 06:38:42"
"75083179","LEemVewWMPAqsm3Vo3Am1z","9df2dd6c","1","2016-12-08 13:12:41"
"30c27161","LEemVewWMPAqsm3Vo3Am1z","28b65990","0","2017-08-05 01:17:22"
"935d808","LEemVewWMPAqsm3Vo3Am1z","b0b644fb","1","2016-12-05 04:36:44"
"345d6ae7","LEemVewWMPAqsm3Vo3Am1z","df9688d9","1","2016-01-18 20:28:45"
"75083179","LEemVewWMPAqsm3Vo3Am1z","a5b4697e","1","2016-01-28 17:55:04"
"6e236150","LEemVewWMPAqsm3Vo3Am1z","de294d3d","1","2016-11-21 00:52:18"
"d8feb5","LEemVewWMPAqsm3Vo3Am1z","30309e38","1","2016-09-07 01:23:34"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","d4c7ed2","0","2016-02-06 00:05:16"
"f753f34d","LEemVewWMPAqsm3Vo3Am1z","4d8320b8","1","2016-10-12 01:08:13"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","f1cc5f5d","1","2016-04-12 10:44:13"
"75083179","LEemVewWMPAqsm3Vo3Am1z","19c1024","1","2016-04-25 17:13:18"
"9d90ee9c","LEemVewWMPAqsm3Vo3Am1z","fda1750b","1","2016-01-31 23:39:40"
"3232cace","LEemVewWMPAqsm3Vo3Am1z","55c24287","1","2016-05-10 08:04:37"
"7b34a57b","LEemVewWMPAqsm3Vo3Am1z","e4cfbf26","1","2016-03-06 10:33:52"
"936819f1","LEemVewWMPAqsm3Vo3Am1z","65d518ae","1","2017-04-24 23:49:34"
"fca2e29c","LEemVewWMPAqsm3Vo3Am1z","9f150694","1","2016-03-16 13:59:30"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","abb987b2","1","2016-08-22 13:03:23"
"5b59b2e4","LEemVewWMPAqsm3Vo3Am1z","9a2867bb","1","2017-03-18 10:45:11"
"52cb2996","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2016-08-22 13:04:44"
"b2f4418a","LEemVewWMPAqsm3Vo3Am1z","9475a26f","1","2016-07-27 08:54:46"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","4dad9dc8","1","2016-01-06 16:38:35"
"75083179","LEemVewWMPAqsm3Vo3Am1z","fa076d1e","1","2016-11-16 02:32:36"
"b34f4607","LEemVewWMPAqsm3Vo3Am1z","e44ea32d","1","2017-01-21 12:17:40"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","67f8a113","1","2016-01-24 04:12:37"
"75083179","LEemVewWMPAqsm3Vo3Am1z","665af548","1","2016-02-01 19:02:09"
"75083179","LEemVewWMPAqsm3Vo3Am1z","5f6198b3","1","2016-01-27 20:05:34"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","f782774f","1","2016-11-04 02:15:36"
"7037370a","LEemVewWMPAqsm3Vo3Am1z","51157b82","1","2017-03-15 17:12:01"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","52482e47","1","2016-01-17 05:14:24"
"ac9c5cda","LEemVewWMPAqsm3Vo3Am1z","d758f142","1","2016-02-24 01:40:22"
"b4fda8d","LEemVewWMPAqsm3Vo3Am1z","de1562c7","1","2016-05-09 18:14:34"
"75083179","LEemVewWMPAqsm3Vo3Am1z","3d5c532d","1","2016-03-07 00:03:50"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","8b3d6f17","1","2016-04-30 22:10:12"
"4a341f5","LEemVewWMPAqsm3Vo3Am1z","d9ed0955","1","2016-10-30 01:09:05"
"a7f612fa","LEemVewWMPAqsm3Vo3Am1z","26312c8b","1","2016-05-01 15:28:36"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-01-07 00:09:21"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","9f61568d","1","2016-06-06 09:16:20"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","4c36a9cc","1","2017-02-15 10:04:37"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","9a01b3ab","1","2016-10-11 01:31:56"
"9678b784","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-02-01 19:48:50"
"a0a64bd7","LEemVewWMPAqsm3Vo3Am1z","acbe9790","1","2016-05-31 02:56:02"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","8f2b0ca6","1","2016-07-16 23:45:20"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","5f995481","1","2017-04-01 01:52:39"
"71ee2e3d","LEemVewWMPAqsm3Vo3Am1z","d91ff041","1","2016-10-28 15:49:02"
"597921dc","LEemVewWMPAqsm3Vo3Am1z","76e17280","1","2016-01-24 04:12:24"
"ec9338c3","LEemVewWMPAqsm3Vo3Am1z","cedae6c2","1","2016-03-07 00:03:53"
"3423aa9","LEemVewWMPAqsm3Vo3Am1z","ac99eb50","1","2016-02-29 20:34:17"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","9a01b3ab","1","2016-02-28 17:03:29"
"86b7a889","LEemVewWMPAqsm3Vo3Am1z","deb49be0","1","2016-05-17 16:53:17"
"d8feb5","LEemVewWMPAqsm3Vo3Am1z","6ccadbc3","1","2016-02-22 22:27:36"
"ebd0d5e","LEemVewWMPAqsm3Vo3Am1z","e0050fef","1","2016-01-09 04:43:29"
"511c3277","LEemVewWMPAqsm3Vo3Am1z","c87b8dd","1","2016-02-20 02:06:14"
"75083179","LEemVewWMPAqsm3Vo3Am1z","1dc6d501","1","2017-04-12 00:55:29"
"6fe4c13","LEemVewWMPAqsm3Vo3Am1z","9103c0d9","1","2017-09-15 10:30:36"
"153ac5da","LEemVewWMPAqsm3Vo3Am1z","33e58b0d","1","2017-04-25 15:40:39"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","2c71de4","1","2016-01-24 00:46:13"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","5f6198b3","1","2016-06-18 01:05:06"
"7330378d","LEemVewWMPAqsm3Vo3Am1z","38665639","1","2017-02-26 12:34:58"
"597921dc","LEemVewWMPAqsm3Vo3Am1z","c729372f","1","2016-12-08 17:58:56"
"94f76b03","LEemVewWMPAqsm3Vo3Am1z","ff866053","0","2016-05-15 18:24:20"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","20e554fb","1","2016-06-05 01:34:22"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","ee265e56","1","2016-04-11 21:22:13"
"26d936d4","LEemVewWMPAqsm3Vo3Am1z","108acc5e","1","2016-06-07 01:38:36"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","1d5aecbd","1","2017-01-24 21:42:33"
"6cc5362c","LEemVewWMPAqsm3Vo3Am1z","eaaa82a1","1","2016-03-01 04:00:55"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","a17b9703","1","2016-01-21 14:29:33"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","bb40a700","1","2017-01-06 15:06:39"
"aa98b7fa","LEemVewWMPAqsm3Vo3Am1z","cafcc159","1","2016-12-06 01:31:28"
"18584932","LEemVewWMPAqsm3Vo3Am1z","52482e47","1","2016-06-05 18:40:36"
"6e27ab30","LEemVewWMPAqsm3Vo3Am1z","3b65b539","1","2016-10-29 20:05:27"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","5386e41a","1","2016-01-18 23:10:22"
"ca412a5a","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-03-27 01:15:33"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","9639143b","1","2017-06-20 21:39:03"
"ee80e071","LEemVewWMPAqsm3Vo3Am1z","4dad9dc8","1","2016-02-04 19:57:09"
"f753f34d","LEemVewWMPAqsm3Vo3Am1z","fa076d1e","1","2016-06-05 18:42:29"
"94f76b03","LEemVewWMPAqsm3Vo3Am1z","c0047cc9","1","2016-01-22 01:20:20"
"9fb1b3cf","LEemVewWMPAqsm3Vo3Am1z","fa1ae328","1","2016-01-05 12:09:28"
"11832aa9","LEemVewWMPAqsm3Vo3Am1z","edd0a5b6","1","2016-01-27 05:59:03"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","b05f6d40","1","2017-09-15 10:30:33"
"8083d5a5","LEemVewWMPAqsm3Vo3Am1z","e5063b98","1","2017-01-03 16:28:33"
"cc29081f","LEemVewWMPAqsm3Vo3Am1z","19c1024","1","2016-10-10 14:35:16"
"c97de80b","LEemVewWMPAqsm3Vo3Am1z","35f42ea4","1","2016-03-18 22:47:08"
"1c1ed85e","LEemVewWMPAqsm3Vo3Am1z","a1941f95","1","2016-06-27 08:12:24"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","a7648c30","1","2016-01-16 17:02:30"
"1e51c3ea","LEemVewWMPAqsm3Vo3Am1z","557d77a0","0","2016-02-18 20:59:05"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","5b434262","1","2016-06-27 05:22:13"
"604eca68","LEemVewWMPAqsm3Vo3Am1z","2d771ce6","1","2016-01-11 16:00:48"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","f1cc5f5d","1","2016-01-16 17:02:27"
"bdb26db6","LEemVewWMPAqsm3Vo3Am1z","12de0e43","1","2016-03-07 17:04:36"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","8ccd5002","1","2016-02-13 10:01:13"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","c470e224","1","2016-05-16 05:54:40"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","bddb418f","1","2016-02-02 06:01:52"
"986c679d","LEemVewWMPAqsm3Vo3Am1z","babf28a7","1","2016-02-19 23:40:14"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-01-28 17:54:11"
"cc29081f","LEemVewWMPAqsm3Vo3Am1z","70e6f700","1","2016-02-23 16:59:23"
"8ed8b301","LEemVewWMPAqsm3Vo3Am1z","91e61336","1","2016-06-07 07:30:41"
"e4b98f44","LEemVewWMPAqsm3Vo3Am1z","7e14faef","1","2016-06-06 19:51:21"
"b652c3aa","LEemVewWMPAqsm3Vo3Am1z","e5e6bde0","1","2016-09-03 20:35:33"
"dce7d881","LEemVewWMPAqsm3Vo3Am1z","f87ece3f","1","2016-01-23 22:47:11"
"75083179","LEemVewWMPAqsm3Vo3Am1z","cc15f6f2","1","2016-01-21 07:29:49"
"73fe762b","LEemVewWMPAqsm3Vo3Am1z","1d83d3ff","1","2017-09-06 21:35:32"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","5f995481","1","2017-03-19 07:54:02"
"c078584e","LEemVewWMPAqsm3Vo3Am1z","d04c229b","1","2017-03-19 07:52:34"
"fde6b76f","LEemVewWMPAqsm3Vo3Am1z","30969097","1","2016-05-02 06:17:18"
"ac9c5cda","LEemVewWMPAqsm3Vo3Am1z","44ee8aea","1","2017-09-29 17:57:30"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","4dad9dc8","1","2016-02-26 14:31:21"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","a9e9d7ee","1","2016-07-20 13:25:37"
"4cf3df6e","LEemVewWMPAqsm3Vo3Am1z","4255924c","1","2016-05-09 11:46:44"
"32bf80f9","LEemVewWMPAqsm3Vo3Am1z","2c65601f","1","2016-12-06 01:09:00"
"9fb1b3cf","LEemVewWMPAqsm3Vo3Am1z","5f6198b3","1","2016-05-17 09:20:21"
"e731d1db","LEemVewWMPAqsm3Vo3Am1z","7f597bae","1","2016-02-17 00:25:54"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","e55853c9","1","2016-10-11 00:39:42"
"71ee2e3d","LEemVewWMPAqsm3Vo3Am1z","790086b0","0","2016-02-03 09:40:10"
"838d0fbf","LEemVewWMPAqsm3Vo3Am1z","701fe792","1","2016-01-13 13:16:23"
"e26a9a41","LEemVewWMPAqsm3Vo3Am1z","4dad9dc8","1","2016-06-05 01:34:57"
"75083179","LEemVewWMPAqsm3Vo3Am1z","adf0e3fc","1","2016-02-23 16:59:20"
"3cae94c5","LEemVewWMPAqsm3Vo3Am1z","5970e0ac","0","2016-10-23 14:52:21"
"39bf88","LEemVewWMPAqsm3Vo3Am1z","c8ddbe3b","1","2016-03-03 11:43:39"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","9af3ddad","1","2017-08-18 15:16:21"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","66a06ffa","1","2016-09-07 01:23:37"
"9361938e","LEemVewWMPAqsm3Vo3Am1z","b9ae6ead","1","2016-04-08 04:13:09"
"e54626bd","LEemVewWMPAqsm3Vo3Am1z","1d5aecbd","1","2016-10-22 01:21:47"
"93792f","LEemVewWMPAqsm3Vo3Am1z","5f6198b3","1","2017-08-09 17:18:15"
"4e1e2afb","LEemVewWMPAqsm3Vo3Am1z","701fe792","1","2016-09-07 01:23:38"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","fe7cb39e","1","2016-02-11 20:50:18"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","16032fae","1","2016-07-27 07:35:41"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","d0d0523f","1","2016-01-21 20:53:31"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","b0b644fb","1","2016-11-15 22:22:58"
"b26233b1","LEemVewWMPAqsm3Vo3Am1z","9ada6455","1","2016-01-20 03:34:43"
"81b8f02","LEemVewWMPAqsm3Vo3Am1z","4aa286e9","1","2016-02-26 23:38:59"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","91ab4275","1","2017-08-30 15:59:00"
"d05997f8","LEemVewWMPAqsm3Vo3Am1z","eb7b247b","1","2016-02-07 15:57:51"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","45d39ce4","1","2016-02-07 07:35:09"
"89f99a94","LEemVewWMPAqsm3Vo3Am1z","a78052dc","1","2017-04-23 15:16:29"
"1ee392d6","LEemVewWMPAqsm3Vo3Am1z","a41cf0e1","1","2016-02-28 10:20:39"
"f753f34d","LEemVewWMPAqsm3Vo3Am1z","97e6d9bf","1","2016-02-29 17:24:52"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","561437de","1","2016-03-01 19:56:05"
"de3a1ed1","LEemVewWMPAqsm3Vo3Am1z","b41658ed","1","2016-12-29 11:24:14"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","2c65601f","1","2016-01-27 22:47:45"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","c4bf7693","1","2016-05-19 11:03:44"
"9d90ee9c","LEemVewWMPAqsm3Vo3Am1z","790086b0","1","2017-08-27 03:17:44"
"91115944","LEemVewWMPAqsm3Vo3Am1z","17654086","1","2016-03-01 20:41:48"
"50f6693","LEemVewWMPAqsm3Vo3Am1z","ae2c29d1","1","2016-05-10 08:06:20"
"6e236150","LEemVewWMPAqsm3Vo3Am1z","343216ff","1","2016-02-28 17:03:25"
"ba2f5d84","LEemVewWMPAqsm3Vo3Am1z","ddf583df","1","2016-06-08 07:11:11"
"d8feb5","LEemVewWMPAqsm3Vo3Am1z","5386e41a","1","2016-03-20 07:12:32"
"4e6d8849","LEemVewWMPAqsm3Vo3Am1z","aa0be8dd","1","2016-02-09 19:53:37"
"83e3573a","LEemVewWMPAqsm3Vo3Am1z","e771bf67","1","2016-05-23 07:55:54"
"5de97b34","LEemVewWMPAqsm3Vo3Am1z","b0a68b58","1","2016-01-13 13:12:51"
"7a2c8ade","LEemVewWMPAqsm3Vo3Am1z","1cb66763","1","2015-12-04 15:24:08"
"4a341f5","LEemVewWMPAqsm3Vo3Am1z","20cc1293","1","2016-10-18 14:21:41"
"3423aa9","LEemVewWMPAqsm3Vo3Am1z","4e0abad6","1","2017-03-12 00:31:49"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","b8b637db","1","2016-08-15 08:21:56"
"77e535b5","LEemVewWMPAqsm3Vo3Am1z","e9a287e1","1","2016-01-09 16:42:56"
"c078584e","LEemVewWMPAqsm3Vo3Am1z","774d1d7e","1","2016-10-22 01:33:54"
"6fe4c13","LEemVewWMPAqsm3Vo3Am1z","6215bd54","1","2016-06-27 15:12:39"
"3a5b52a6","LEemVewWMPAqsm3Vo3Am1z","6cce5eb5","1","2016-10-18 06:35:45"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","e7deefc6","1","2016-01-15 18:44:01"
