"jhu_user_id","course_id","discussion_question_id","discussion_question_vote_value","discussion_question_vote_ts"
"7b3e4372","LEemVewWMPAqsm3Vo3Am1z","e88021e","1","2016-08-13 20:34:07"
"b34f4607","LEemVewWMPAqsm3Vo3Am1z","3c8416bf","1","2016-07-14 07:26:33"
"c17da052","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-03-03 02:02:00"
"13bbd64b","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-25 16:10:29"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","5ace9376","1","2016-02-02 19:48:52"
"1b27bdd7","LEemVewWMPAqsm3Vo3Am1z","f8e257b7","1","2016-02-01 23:47:19"
"ab59a88c","LEemVewWMPAqsm3Vo3Am1z","672e2e16","1","2016-06-05 01:34:44"
"f49f60b","LEemVewWMPAqsm3Vo3Am1z","f3d304c6","1","2016-03-03 14:13:05"
"6fe4c13","LEemVewWMPAqsm3Vo3Am1z","113ceb2a","1","2017-05-10 18:36:16"
"6c44b26c","LEemVewWMPAqsm3Vo3Am1z","5f302bf4","1","2016-02-25 15:36:46"
"45502bea","LEemVewWMPAqsm3Vo3Am1z","294c93e9","0","2016-02-12 22:44:23"
"15c114ba","LEemVewWMPAqsm3Vo3Am1z","ba7c9192","1","2016-01-08 09:25:45"
"5a4fb9c9","LEemVewWMPAqsm3Vo3Am1z","20edf3c3","1","2016-10-12 18:15:33"
"2b66ce9e","LEemVewWMPAqsm3Vo3Am1z","559bf4da","1","2016-02-07 18:16:40"
"d64d3298","LEemVewWMPAqsm3Vo3Am1z","2f612449","1","2016-01-31 20:57:21"
"13bbd64b","LEemVewWMPAqsm3Vo3Am1z","5ace9376","1","2017-05-17 15:19:12"
"e54626bd","LEemVewWMPAqsm3Vo3Am1z","22634b56","1","2016-09-08 00:03:24"
"c95e9a7e","LEemVewWMPAqsm3Vo3Am1z","a58199a9","1","2016-03-18 15:16:42"
"66881356","LEemVewWMPAqsm3Vo3Am1z","80252a5","0","2016-01-06 02:05:28"
"7c924c85","LEemVewWMPAqsm3Vo3Am1z","5ca6772d","1","2016-06-17 15:16:05"
"72403250","LEemVewWMPAqsm3Vo3Am1z","3ddd0518","1","2017-04-27 15:17:10"
"23ce854d","LEemVewWMPAqsm3Vo3Am1z","e88021e","1","2017-04-19 13:47:14"
"23ce854d","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-01-09 16:00:28"
"6e236150","LEemVewWMPAqsm3Vo3Am1z","ba004ee2","1","2016-09-26 13:58:41"
"45502bea","LEemVewWMPAqsm3Vo3Am1z","2aeb1181","1","2016-12-15 01:22:52"
"7c7a7a33","LEemVewWMPAqsm3Vo3Am1z","7ae88c26","1","2016-01-05 15:31:01"
"75083179","LEemVewWMPAqsm3Vo3Am1z","9fa6cf77","1","2017-08-06 03:22:24"
"e921dbf8","LEemVewWMPAqsm3Vo3Am1z","fec0a353","1","2016-03-02 19:47:07"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2016-02-09 16:52:25"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","c86d5194","1","2016-03-03 00:47:09"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","a0cda0cb","1","2016-04-20 20:21:00"
"db22c25f","LEemVewWMPAqsm3Vo3Am1z","3bc63224","1","2017-05-11 17:44:39"
"6b792df6","LEemVewWMPAqsm3Vo3Am1z","a8236fcc","1","2016-01-14 10:42:32"
"2baf261c","LEemVewWMPAqsm3Vo3Am1z","72d36a5b","1","2016-01-25 20:23:22"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-25 15:36:46"
"d05997f8","LEemVewWMPAqsm3Vo3Am1z","672e2e16","1","2016-12-08 13:11:01"
"a0a64bd7","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2016-02-04 07:03:58"
"5fa63e5b","LEemVewWMPAqsm3Vo3Am1z","32e3990b","1","2016-03-03 09:23:18"
"2ea2804d","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2017-09-01 19:53:31"
"de803984","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-04 23:55:36"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","e4b331b6","1","2017-09-26 19:33:54"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","d9020380","1","2016-11-23 07:40:07"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","1abaa63b","1","2016-01-27 14:34:36"
"7a2c8ade","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-09-26 19:33:55"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","c5a5f34a","1","2016-08-28 05:54:49"
"cc29081f","LEemVewWMPAqsm3Vo3Am1z","3c8416bf","1","2016-03-03 11:43:22"
"7ac90ca7","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2016-02-13 07:58:09"
"75083179","LEemVewWMPAqsm3Vo3Am1z","bed59173","1","2017-04-21 11:01:49"
"2dbaa864","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2016-07-23 11:05:59"
"3dea9a6","LEemVewWMPAqsm3Vo3Am1z","7a16519","1","2016-10-17 17:36:02"
"ed834e70","LEemVewWMPAqsm3Vo3Am1z","8845db3e","1","2016-11-22 13:00:32"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","e6eebc93","1","2016-03-02 14:40:10"
"f8641dfc","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-02-08 10:15:06"
"54b01872","LEemVewWMPAqsm3Vo3Am1z","73af56ae","1","2016-05-22 11:26:04"
"63c9fae9","LEemVewWMPAqsm3Vo3Am1z","c08824a0","1","2016-10-12 18:15:40"
"3395e232","LEemVewWMPAqsm3Vo3Am1z","31f3aecf","1","2016-02-04 12:22:59"
"6afa534d","LEemVewWMPAqsm3Vo3Am1z","16949c4c","1","2016-08-26 13:50:51"
"7152b75a","LEemVewWMPAqsm3Vo3Am1z","f221f07c","0","2016-07-23 11:08:16"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","edb1e6ff","1","2017-03-15 11:06:50"
"b70ac970","LEemVewWMPAqsm3Vo3Am1z","692b67f7","0","2016-01-16 11:12:24"
"cc29081f","LEemVewWMPAqsm3Vo3Am1z","bdde932b","1","2017-05-10 18:36:15"
"2baf261c","LEemVewWMPAqsm3Vo3Am1z","92d39cdf","1","2016-05-24 06:45:34"
"9361938e","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2016-07-16 19:05:47"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","5192113","1","2016-01-22 13:29:44"
"dce7d881","LEemVewWMPAqsm3Vo3Am1z","a08f118f","1","2016-02-20 00:12:11"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","c86d5194","1","2017-08-09 15:25:55"
"5389e21b","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2017-02-08 15:40:15"
"ee1c1515","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-01-18 01:08:44"
"6d780aae","LEemVewWMPAqsm3Vo3Am1z","994a28fe","1","2016-02-17 03:08:51"
"7c7a7a33","LEemVewWMPAqsm3Vo3Am1z","e55fa448","1","2016-11-16 21:29:32"
"c1c752d","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2016-10-08 12:42:27"
"8c536823","LEemVewWMPAqsm3Vo3Am1z","188bd32d","1","2016-03-07 01:50:05"
"495f163e","LEemVewWMPAqsm3Vo3Am1z","8845db3e","1","2016-11-02 10:12:26"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","f5165208","1","2017-05-11 17:44:41"
"1109e4ef","LEemVewWMPAqsm3Vo3Am1z","f3d304c6","1","2016-02-22 13:26:52"
"ab59a88c","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-01-24 23:10:29"
"196ab8bd","LEemVewWMPAqsm3Vo3Am1z","e4b331b6","0","2016-01-21 11:41:39"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-05 15:06:59"
"876cffa","LEemVewWMPAqsm3Vo3Am1z","3bc63224","1","2016-02-01 15:00:32"
"c97de80b","LEemVewWMPAqsm3Vo3Am1z","ba7c9192","1","2016-08-29 08:11:25"
"45502bea","LEemVewWMPAqsm3Vo3Am1z","f8e257b7","1","2016-01-24 14:16:46"
"2694c1a5","LEemVewWMPAqsm3Vo3Am1z","4f10c06b","1","2016-10-11 00:34:49"
"71ee2e3d","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2016-03-06 10:25:57"
"9c70c7d3","LEemVewWMPAqsm3Vo3Am1z","29e80ef","1","2016-01-18 23:25:22"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2016-02-06 21:35:36"
"df1cd59f","LEemVewWMPAqsm3Vo3Am1z","4f10c06b","1","2016-03-30 20:27:43"
"6e236150","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-05-19 15:12:33"
"8ed8b301","LEemVewWMPAqsm3Vo3Am1z","b32d65d7","1","2017-08-18 15:19:57"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2017-06-20 20:54:23"
"91115944","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-01-11 17:01:15"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","3bc63224","1","2016-11-22 11:27:20"
"bf92a705","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-05-12 08:17:48"
"9d90ee9c","LEemVewWMPAqsm3Vo3Am1z","5104ce7f","1","2016-02-12 05:20:08"
"70287205","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2017-09-26 19:33:53"
"9678b784","LEemVewWMPAqsm3Vo3Am1z","f5beed1d","1","2016-03-03 13:54:46"
"785efedc","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-07 19:52:38"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","16949c4c","1","2016-08-25 00:13:33"
"3cae94c5","LEemVewWMPAqsm3Vo3Am1z","d321f9d7","1","2016-10-24 23:56:10"
"8c536823","LEemVewWMPAqsm3Vo3Am1z","fec0a353","1","2016-07-22 23:48:00"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","5ca6772d","1","2016-05-20 21:46:50"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","4ffc9bd6","1","2016-07-22 23:49:53"
"bb9aaa75","LEemVewWMPAqsm3Vo3Am1z","dee2572e","1","2016-08-01 16:56:36"
"4c8f83b1","LEemVewWMPAqsm3Vo3Am1z","c7cf4721","1","2016-05-09 18:14:29"
"5d676ebc","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-09-18 07:29:04"
"b8560a90","LEemVewWMPAqsm3Vo3Am1z","903f259b","1","2016-04-30 23:53:00"
"75083179","LEemVewWMPAqsm3Vo3Am1z","57b76cb4","1","2016-02-21 15:43:28"
"18584932","LEemVewWMPAqsm3Vo3Am1z","b3b2164","1","2016-02-07 17:00:01"
"cb08a248","LEemVewWMPAqsm3Vo3Am1z","f3a85d13","1","2017-06-30 19:47:43"
"f8641dfc","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2016-08-28 05:49:36"
"530bb328","LEemVewWMPAqsm3Vo3Am1z","9f070f2d","1","2017-09-19 00:20:36"
"fd5b0210","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-18 14:38:40"
"4541b60","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-03-06 23:04:40"
"1fa37b91","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2017-08-19 04:23:39"
"6e236150","LEemVewWMPAqsm3Vo3Am1z","bf31e084","1","2016-01-17 16:30:39"
"ba975001","LEemVewWMPAqsm3Vo3Am1z","65dae4d4","1","2016-08-01 01:11:24"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","f7d9a041","1","2016-01-10 11:44:23"
"e848c73b","LEemVewWMPAqsm3Vo3Am1z","ba7c9192","1","2016-07-21 16:20:19"
"62d3e2e0","LEemVewWMPAqsm3Vo3Am1z","16949c4c","1","2016-10-15 02:03:03"
"d32d2d4d","LEemVewWMPAqsm3Vo3Am1z","ed2a858b","1","2016-01-24 23:15:53"
"5c5f1b1f","LEemVewWMPAqsm3Vo3Am1z","cc8b2bba","1","2016-12-28 14:55:15"
"51175066","LEemVewWMPAqsm3Vo3Am1z","f3d304c6","1","2017-05-10 18:29:07"
"d64d3298","LEemVewWMPAqsm3Vo3Am1z","77957447","1","2016-02-28 05:26:44"
"fd5b0210","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-16 12:50:38"
"6736dae8","LEemVewWMPAqsm3Vo3Am1z","d5f1c0ad","1","2016-06-06 09:17:25"
"3423aa9","LEemVewWMPAqsm3Vo3Am1z","e6eebc93","1","2016-02-01 13:50:28"
"9ba8af17","LEemVewWMPAqsm3Vo3Am1z","ef15e82f","1","2016-06-07 07:30:22"
"19da4cc4","LEemVewWMPAqsm3Vo3Am1z","92d39cdf","1","2017-09-26 19:33:56"
"ece62ef9","LEemVewWMPAqsm3Vo3Am1z","591722db","1","2016-10-13 00:07:09"
"91115944","LEemVewWMPAqsm3Vo3Am1z","3ad00091","1","2017-06-30 19:48:04"
"68f60b0e","LEemVewWMPAqsm3Vo3Am1z","5c27cb9d","1","2016-03-02 23:48:58"
"70602476","LEemVewWMPAqsm3Vo3Am1z","d6b43ea2","1","2016-02-06 15:09:54"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","258afc76","1","2016-01-11 16:40:05"
"2f7e0bbd","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2016-02-27 20:51:41"
"f13d0ffc","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-01-22 14:33:03"
"8473b7df","LEemVewWMPAqsm3Vo3Am1z","d9020380","1","2016-01-31 20:57:23"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-25 12:38:50"
"91115944","LEemVewWMPAqsm3Vo3Am1z","512459ef","1","2016-02-13 14:03:23"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","edb1e6ff","1","2017-06-30 17:50:49"
"ba2f5d84","LEemVewWMPAqsm3Vo3Am1z","9ba9dbbc","1","2016-07-20 02:32:31"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","2c6f2ba","1","2016-01-16 17:02:40"
"56bbf15b","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-03-12 20:47:43"
"f9790559","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-08-20 22:21:44"
"2a503c5c","LEemVewWMPAqsm3Vo3Am1z","2e154aee","1","2016-01-25 18:21:54"
"f1bc9e03","LEemVewWMPAqsm3Vo3Am1z","3bc63224","1","2016-01-11 19:48:47"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","d030a14a","1","2016-01-13 13:16:41"
"75083179","LEemVewWMPAqsm3Vo3Am1z","83a5d995","1","2017-02-07 20:04:03"
"a53d058b","LEemVewWMPAqsm3Vo3Am1z","e88021e","1","2016-12-03 20:44:02"
"a66b4e1d","LEemVewWMPAqsm3Vo3Am1z","a0cda0cb","1","2016-02-02 01:39:34"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2016-04-10 19:01:02"
"2098dce8","LEemVewWMPAqsm3Vo3Am1z","5d271b43","1","2016-03-05 14:38:52"
"61031e34","LEemVewWMPAqsm3Vo3Am1z","c9ee19e2","1","2016-10-17 00:14:29"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","9fa6cf77","1","2016-10-11 00:49:00"
"e75c056d","LEemVewWMPAqsm3Vo3Am1z","43c0544f","0","2016-04-16 02:33:56"
"4cc0c6de","LEemVewWMPAqsm3Vo3Am1z","77957447","1","2016-02-01 11:49:59"
"f2ae03e","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-04-29 20:39:46"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","e8c05123","1","2016-01-24 03:33:16"
"bb9aaa75","LEemVewWMPAqsm3Vo3Am1z","8c082c21","1","2016-03-06 10:30:36"
"d6932118","LEemVewWMPAqsm3Vo3Am1z","bdde932b","1","2016-02-29 18:22:23"
"854947d9","LEemVewWMPAqsm3Vo3Am1z","8567e210","1","2017-01-24 21:42:09"
"da0dfbd9","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-09-19 00:23:46"
"b70ac970","LEemVewWMPAqsm3Vo3Am1z","188bd32d","0","2016-08-27 13:49:13"
"6c16b3b0","LEemVewWMPAqsm3Vo3Am1z","8e8fbfc1","1","2017-09-27 22:18:46"
"1515e1d1","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2016-03-07 19:28:12"
"17a34b8","LEemVewWMPAqsm3Vo3Am1z","a8236fcc","1","2016-02-08 20:28:12"
"2858122e","LEemVewWMPAqsm3Vo3Am1z","fec0a353","1","2016-04-16 08:10:07"
"26d936d4","LEemVewWMPAqsm3Vo3Am1z","a0da148d","1","2016-03-02 08:25:18"
"dc80aa56","LEemVewWMPAqsm3Vo3Am1z","edb1e6ff","1","2016-01-11 19:41:30"
"49727fd4","LEemVewWMPAqsm3Vo3Am1z","7a16519","1","2016-03-22 17:45:56"
"866ff308","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-28 05:26:46"
"e6e5e3da","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-03-18 15:16:44"
"4d48b74","LEemVewWMPAqsm3Vo3Am1z","7948df5d","1","2016-02-25 10:49:19"
"123a96","LEemVewWMPAqsm3Vo3Am1z","46d39050","1","2017-06-23 22:10:44"
"3dea9a6","LEemVewWMPAqsm3Vo3Am1z","63d1b856","1","2016-02-01 16:35:02"
"60fc563e","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2016-01-06 14:59:44"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","bdde932b","1","2016-02-21 10:35:40"
"26d936d4","LEemVewWMPAqsm3Vo3Am1z","edb1e6ff","1","2016-01-07 04:12:45"
"91115944","LEemVewWMPAqsm3Vo3Am1z","ba7c9192","1","2016-02-02 18:51:34"
"a15bafc4","LEemVewWMPAqsm3Vo3Am1z","bed59173","1","2016-02-25 17:38:58"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","43412ade","1","2016-09-21 12:43:42"
"ac9c5cda","LEemVewWMPAqsm3Vo3Am1z","e88021e","1","2016-09-21 12:43:45"
"7b8f6882","LEemVewWMPAqsm3Vo3Am1z","e6eebc93","1","2016-02-02 18:17:55"
"83e3573a","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-11 23:28:39"
"2bd3a903","LEemVewWMPAqsm3Vo3Am1z","f7d9a041","1","2016-02-05 20:41:04"
"e54626bd","LEemVewWMPAqsm3Vo3Am1z","5d271b43","0","2016-07-27 07:33:50"
"f5777db0","LEemVewWMPAqsm3Vo3Am1z","46d39050","1","2016-04-15 02:33:17"
"45e9d40","LEemVewWMPAqsm3Vo3Am1z","e251c28c","1","2016-02-05 20:00:09"
"19d6097","LEemVewWMPAqsm3Vo3Am1z","9f3768fa","1","2016-02-23 19:13:03"
"8ed8b301","LEemVewWMPAqsm3Vo3Am1z","e5d2cb83","1","2016-09-11 00:26:30"
"443f3430","LEemVewWMPAqsm3Vo3Am1z","edb1e6ff","0","2016-02-25 12:57:26"
"2ea2804d","LEemVewWMPAqsm3Vo3Am1z","4ca9789e","1","2016-03-16 13:59:28"
"511cfd0","LEemVewWMPAqsm3Vo3Am1z","144306f9","1","2016-01-16 11:08:16"
"78f703c0","LEemVewWMPAqsm3Vo3Am1z","72d36a5b","1","2016-02-05 13:00:36"
"1b281663","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-02-06 00:58:26"
"7b3e4372","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-07-27 07:38:49"
"4a341f5","LEemVewWMPAqsm3Vo3Am1z","d321f9d7","1","2016-02-11 17:23:59"
"9c70c7d3","LEemVewWMPAqsm3Vo3Am1z","6a6c3965","1","2016-09-06 13:09:41"
"3395e232","LEemVewWMPAqsm3Vo3Am1z","3d4abc78","1","2016-02-24 15:17:25"
"3ad910a4","LEemVewWMPAqsm3Vo3Am1z","e6eebc93","1","2016-01-31 20:57:20"
"85a656c0","LEemVewWMPAqsm3Vo3Am1z","4ca9789e","1","2016-01-30 15:53:27"
"fde6b76f","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2016-02-22 13:26:53"
"b26233b1","LEemVewWMPAqsm3Vo3Am1z","f8e257b7","1","2016-03-13 03:25:22"
"e4b98f44","LEemVewWMPAqsm3Vo3Am1z","efe2a21d","1","2017-08-11 22:01:46"
"1b27bdd7","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-11-13 17:21:47"
"1b27bdd7","LEemVewWMPAqsm3Vo3Am1z","153de980","1","2017-09-28 03:24:43"
"df1cd59f","LEemVewWMPAqsm3Vo3Am1z","ed2a858b","0","2016-02-25 08:20:30"
"7e337023","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2016-01-11 18:26:02"
"ab59a88c","LEemVewWMPAqsm3Vo3Am1z","3d4abc78","1","2016-08-07 07:21:22"
"31e2b123","LEemVewWMPAqsm3Vo3Am1z","f787959e","1","2017-03-03 13:22:20"
"b6ca8d59","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-12-08 06:41:44"
"e66947d9","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-02-07 07:02:55"
"e62d6915","LEemVewWMPAqsm3Vo3Am1z","672e2e16","0","2016-05-26 16:38:36"
"a694e711","LEemVewWMPAqsm3Vo3Am1z","8c082c21","1","2016-05-31 02:57:11"
"91115944","LEemVewWMPAqsm3Vo3Am1z","b5a263bf","1","2016-01-12 01:50:53"
"2ea2804d","LEemVewWMPAqsm3Vo3Am1z","5d6f615c","1","2016-02-10 22:44:44"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-09-05 07:26:16"
"337b1c1d","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-06-24 00:13:43"
"2dbaa864","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2016-06-29 20:12:40"
"70287205","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2016-02-12 22:46:47"
"5d676ebc","LEemVewWMPAqsm3Vo3Am1z","9fa6cf77","0","2016-08-13 17:29:32"
"fd5745f8","LEemVewWMPAqsm3Vo3Am1z","7a396ffd","1","2016-02-09 08:16:45"
"2b66ce9e","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2016-07-20 03:03:16"
"60f61b9f","LEemVewWMPAqsm3Vo3Am1z","20c9064a","1","2016-01-15 16:13:41"
"da01b9ed","LEemVewWMPAqsm3Vo3Am1z","3bf9d001","1","2016-04-28 19:50:16"
"a21ec224","LEemVewWMPAqsm3Vo3Am1z","f3a85d13","1","2016-02-14 18:11:33"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2016-02-27 16:08:36"
"fd5b0210","LEemVewWMPAqsm3Vo3Am1z","bed59173","1","2016-02-02 01:33:17"
"4ac4d3c","LEemVewWMPAqsm3Vo3Am1z","ef0c0c4c","1","2016-02-25 17:39:00"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","aec81083","1","2016-02-11 22:12:05"
"658584f3","LEemVewWMPAqsm3Vo3Am1z","eaf1b7cc","1","2016-01-25 22:58:03"
"fd5b0210","LEemVewWMPAqsm3Vo3Am1z","e6eebc93","1","2016-04-13 08:37:26"
"9678b784","LEemVewWMPAqsm3Vo3Am1z","48e0c28f","1","2016-01-09 11:08:57"
"ea5283a5","LEemVewWMPAqsm3Vo3Am1z","4c700977","1","2017-04-03 20:13:44"
"e3774510","LEemVewWMPAqsm3Vo3Am1z","18cb4b13","1","2017-10-04 04:14:44"
"f01a509a","LEemVewWMPAqsm3Vo3Am1z","8e271e8e","1","2016-10-22 14:20:54"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","fccdd71b","1","2016-02-21 21:54:07"
"2bb43a8c","LEemVewWMPAqsm3Vo3Am1z","9fa6cf77","1","2016-02-01 16:21:15"
"3e9ddd93","LEemVewWMPAqsm3Vo3Am1z","bcc728e1","1","2016-02-02 20:38:19"
"ab59a88c","LEemVewWMPAqsm3Vo3Am1z","99d71de1","1","2017-09-01 21:31:13"
"b4cc9725","LEemVewWMPAqsm3Vo3Am1z","ec4b576c","1","2016-03-05 08:27:44"
"3423aa9","LEemVewWMPAqsm3Vo3Am1z","83bbdeef","1","2016-03-06 10:27:08"
"72006d09","LEemVewWMPAqsm3Vo3Am1z","f8ab8a04","1","2016-03-05 11:30:11"
