"course_id","course_item_id","feedback_unit_id","feedback_unit_type","feedback_system","jhu_user_id","feedback_rating","feedback_max_rating","detailed_context","feedback_ts"
"LEemVewWMPAqsm3Vo3Am1z","Lkbqf","f3cc8685","supplement","LIKE_OR_DISLIKE","1515e1d1","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","JoASJ","9b396efb","lecture","LIKE_OR_DISLIKE","f0aded94","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","bmcxY","cfcb528b","supplement","LIKE_OR_DISLIKE","fede951b","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","PyR0r","9aba904b","lecture","LIKE_OR_DISLIKE","f65a35d1","1","1","{\""typeName\"":\""supplementContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","miw9O","9a5b0a86","supplement","LIKE_OR_DISLIKE","3c6ac498","1","1","{\""typeName\"":\""peerAssignmentContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","DpblG","98ec4b56","lecture","LIKE_OR_DISLIKE","f2ae03e","1","1","{\""typeName\"":\""peerAssignmentContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","ZfqjE","80e7aa27","supplement","LIKE_OR_DISLIKE","a75950a0","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","ZCpu8","1cd91f18","supplement","LIKE_OR_DISLIKE","c2a1b3b0","1","1","{\""typeName\"":\""assessmentContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","gkgJF","ba829dcb","supplement","LIKE_OR_DISLIKE","72f2fc32","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","3p0Fo","639cf2f","supplement","LIKE_OR_DISLIKE","7d78a0e0","1","1","{\""typeName\"":\""supplementContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","LcJiH","66813daf","assessment","LIKE_OR_DISLIKE","6c0d0077","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","VjXyO","c808f9","lecture","LIKE_OR_DISLIKE","f589c60a","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","uZMR3","ad09f233","supplement","LIKE_OR_DISLIKE","b4fcb392","1","1","{\""typeName\"":\""supplementContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","oBcps","ad09f233","peerAssignment","LIKE_OR_DISLIKE","32e62e22","1","1","{\""typeName\"":\""supplementContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","gkgJF","ad09f233","supplement","LIKE_OR_DISLIKE","9c062379","1","1","{\""typeName\"":\""lectureContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","a0uT1","86bc7ad","supplement","LIKE_OR_DISLIKE","a75950a0","1","1","{\""typeName\"":\""supplementContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
"LEemVewWMPAqsm3Vo3Am1z","gkgJF","e7b2eb7","lecture","LIKE_OR_DISLIKE","cc0aab0","0","1","{\""typeName\"":\""peerAssignmentContext\","\""definition\"":{\""courseId\"":\""3Vo3Am1LEeWMPAqsmzmVew\"""
