"jhu_user_id","course_id","course_membership_role","course_membership_ts"
"6e28817f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-28 22:41:14"
"6b0482da","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-18 19:04:36"
"cdd3c238","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-17 14:54:37"
"b2808a05","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-02-11 00:25:45"
"2d3ec7aa","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-26 21:25:19"
"86098c99","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-09 18:01:27"
"e33a3f30","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-11 00:01:19"
"47904303","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-14 09:00:49"
"189838ed","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-05-24 12:48:39"
"24b7c68f","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-02-28 08:16:20"
"848ee567","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-17 18:18:58"
"f9dff350","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-19 09:20:49"
"1f146301","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-19 22:11:51"
"914d7581","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-04-23 22:07:36"
"61530247","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 22:53:41"
"c4c186c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-18 14:42:33"
"ae36fa46","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-17 02:22:13"
"4ceb43a1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-09 05:51:52"
"2e03cf8a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-25 06:46:30"
"e09e901c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-02 23:40:46"
"f4efee1c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-07 17:24:15"
"389cb699","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-04 01:00:11"
"a138c602","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-17 19:48:34"
"8b8522e3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-24 20:27:15"
"16deccd9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-13 04:24:05"
"75bbbb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-16 17:17:44"
"8c40e97f","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-09-27 03:29:59"
"7f9d848d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-31 04:18:01"
"2877d1fa","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-09 14:18:41"
"2f633713","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-29 13:26:53"
"ce061724","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:50:21"
"a7b42682","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-01-19 18:53:57"
"9f484917","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-05 09:46:41"
"ab75ac7","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-10-31 21:06:46"
"53ca27c9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-09 18:20:45"
"2f74ddca","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-28 12:07:26"
"ea38dfa9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-29 10:10:52"
"b1d1a1ff","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-02 07:08:09"
"98e114c6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-18 08:52:04"
"56109987","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-24 04:08:05"
"7fe75612","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-05-21 10:22:16"
"36b6c849","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-10-24 13:18:24"
"e7b4fd4b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-02 10:15:49"
"3a25e2d5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-18 22:40:53"
"de1e6088","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-26 03:03:34"
"7413cc35","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-08 21:38:35"
"5d424dde","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-01 00:22:49"
"767bd968","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-05 06:28:58"
"f7c4f4f3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-30 19:52:18"
"ed69a5e9","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-07-10 20:19:40"
"2d273bee","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-17 17:10:58"
"c10ad611","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-13 04:09:36"
"a8b044cc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-13 18:35:43"
"8c7f4d1d","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-06-01 22:44:10"
"47af2bf4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-14 01:35:24"
"ecd7e7bc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-17 18:35:44"
"21f5e259","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-20 22:46:57"
"b08b1001","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-28 14:44:16"
"bffc4fbd","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-05-03 21:14:46"
"c290c51b","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-09-17 11:25:53"
"3508619c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-30 19:45:58"
"f052c25","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-27 09:25:59"
"a059deed","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-03 13:09:27"
"7799a2ef","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-07-06 03:32:00"
"6472603b","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-07-26 11:38:04"
"bff7105f","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-07-29 04:11:28"
"bebfe85e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-14 17:24:06"
"a4c25878","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-15 01:40:46"
"b15c48e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-09 09:50:09"
"17c83bb0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-17 00:52:08"
"4f1e89f2","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-23 20:52:27"
"598adf1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:50:27"
"17636f1f","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-08 05:34:18"
"38b12fc0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-26 04:19:57"
"e08b3d14","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:48:28"
"bb03c8c4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-21 13:31:17"
"6daa114e","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-15 04:31:57"
"c6972195","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-13 15:45:33"
"700bccf9","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-03-15 22:34:59"
"acac88e4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-02 15:41:39"
"76fce3da","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-09-06 11:07:36"
"be1f097e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-20 17:27:44"
"97171974","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-27 07:05:12"
"48a93205","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-19 15:33:42"
"a758d3b5","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-21 23:25:20"
"13d89bd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-13 21:00:31"
"9876c76b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 12:10:10"
"56c58cc0","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-15 19:50:05"
"d16bd95a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-16 17:35:31"
"cc67498d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-06 18:16:59"
"a2aabba4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-05 14:29:59"
"28346e61","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:50:58"
"711543ea","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2015-12-24 04:40:38"
"5d6b5c05","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-02-05 18:39:13"
"b65cffb1","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-26 11:28:27"
"c7816532","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-06 19:09:50"
"4b3309f3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-25 07:42:02"
"f7208ae7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-03 21:15:20"
"56e1ad50","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-15 06:15:53"
"7cd3e4fc","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-09 14:25:45"
"16abb758","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-05 16:43:13"
"feecd3fb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-24 03:13:26"
"8ed8b301","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-23 21:33:56"
"e043fd47","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-24 09:57:04"
"39a99a77","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-26 15:11:48"
"c5f8351d","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-01-15 21:02:02"
"8ba042a3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-20 12:14:10"
"a7026c9e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-31 07:12:50"
"61deba30","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-08 16:02:13"
"f77c09df","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-17 01:33:51"
"653187f9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-09 11:56:09"
"84ce978b","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-03-16 18:16:35"
"c9f8ce4a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:48:04"
"847a3592","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-12 19:37:19"
"bdbb6c9a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-04 01:46:24"
"2e0568bb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-15 11:19:19"
"beb3dc74","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-26 00:33:12"
"bf0159e7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-08-16 07:43:27"
"e0acd5f","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2016-01-28 11:55:01"
"3fb2635c","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-24 04:27:49"
"1525a72a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-02 10:18:43"
"c1767ebe","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-09-12 03:22:58"
"b85203c7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-22 09:21:03"
"29211da7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-21 15:11:22"
"2d8f3c97","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-09 23:51:34"
"1f44a06","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-14 00:08:59"
"dae94083","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-05 02:21:18"
"97cc88f3","LEemVewWMPAqsm3Vo3Am1z","BROWSER","2017-06-25 01:23:57"
"c583b2dc","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-06-30 04:21:48"
"8c2ee678","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-18 15:49:30"
"9981c366","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-07-17 20:35:03"
"5aeedb09","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 00:28:49"
"c45b53de","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:50:22"
"a52c02e6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-09-18 09:33:42"
"33de94fb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-05 03:29:50"
"871aa12d","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2015-12-26 13:01:45"
"a5a2b8b3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-15 20:53:44"
"16f222e7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-24 19:26:35"
"3c44d087","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-10 09:19:13"
"29fb5cd4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-12-04 17:31:27"
"ddaf1749","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-01 15:36:38"
"f34f1527","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-09 08:34:45"
"b2c12475","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-04-07 09:59:35"
"284ec51f","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2017-09-30 22:13:44"
"b1a6b9fd","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-02-15 12:34:36"
"2c017fb3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-06 15:48:17"
"a3096452","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-07 07:19:20"
"84c01053","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-07 02:39:13"
"8a997644","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 23:58:44"
"d2f1c8d6","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:48:12"
"f290727b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-10 12:39:54"
"913e8c2a","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-14 16:51:52"
"43603e3d","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-01 17:06:15"
"cbaf9c31","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-04 21:48:08"
"9cf8bc9e","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-05-22 22:26:36"
"20b72519","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-10-04 18:23:31"
"4a7eea97","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-08 07:56:42"
"88e92fe8","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-09 10:59:09"
"3fb783ba","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-05-10 04:20:07"
"4176fcfa","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-01-07 09:16:15"
"de3a3f64","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-27 07:47:24"
"67297f31","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-27 14:40:26"
"db77de27","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-09 20:03:28"
"3ab42998","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-11-24 18:15:19"
"6f51ca9","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-02 21:41:50"
"14a86203","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-03-28 04:54:47"
"cfe41a02","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-13 09:04:51"
"f28dd2b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-03-29 13:50:15"
"ad41b4cb","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-15 15:24:49"
"f485a52e","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2017-09-05 01:06:57"
"7f4f13c4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-07-16 17:10:55"
"50bb55e4","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-20 08:03:18"
"494943b3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-10 23:43:11"
"1111afc7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-20 06:06:23"
"f99981e5","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2015-12-19 18:03:07"
"f621b1e6","LEemVewWMPAqsm3Vo3Am1z","NOT_ENROLLED","2016-06-05 08:18:39"
"56e6bcab","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-04 18:26:28"
"ab811184","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-10-02 23:15:09"
"347a5bf3","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-06-24 18:49:59"
"eb46e339","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-08-19 12:32:07"
"156576b7","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-01-07 02:57:13"
"15b125db","LEemVewWMPAqsm3Vo3Am1z","PRE_ENROLLED_LEARNER","2016-10-17 12:06:43"
"9ab1a62b","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-12 16:33:05"
"b5394709","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-06 23:37:49"
"f9e9f0cf","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2017-06-09 06:43:31"
"1d6725ee","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-02-13 01:26:13"
"9ab76582","LEemVewWMPAqsm3Vo3Am1z","LEARNER","2016-04-13 23:08:02"
